cycle_count,avg_temp,max_voltage,internal_resistance,depth_of_discharge,humidity,remaining_life
202,34.11676258139482,4.096664651033389,48.41056707648781,56.100370678844456,59.24726235175369,1448.838810543452
535,40.26226370872745,4.037570071129848,65.113827900779,85.0691642779845,38.650131261113415,513.6471498511753
960,31.25597486109837,4.1423008329718645,89.76772240690615,55.67204085519584,51.677424918550564,-501.189050791093
370,27.73101667513922,4.0341869904142955,58.06445283521623,99.84546092946778,36.092281655294876,976.233481061346
206,19.853845724530057,4.145804650893262,50.28559990841932,59.172620057511466,36.998140762497215,1586.8153568468108
171,39.80651735981819,4.276089154365822,49.78006038754464,79.70709313782288,35.31532589136734,1351.7587187323554
800,28.6837914371402,4.156230442550264,74.19695263461284,70.56872857062947,48.76302482043247,25.912196884156025
120,32.67404645040634,4.184949918068525,50.00073502301616,56.319321120283355,41.90071536239978,1662.195285705718
714,39.52953618463497,4.046991531092142,74.23785232989788,51.39219537887067,57.751124454734764,126.66295710357323
221,31.13801160465246,4.0131206877639904,51.53387273894714,81.13661411464166,30.03561266136419,1424.5632495886864
566,29.026648690612603,4.033242388653942,64.89060597300745,90.3378781894563,24.022509283337776,635.86596345182
314,37.09836488771872,4.17955947270531,54.854917779189925,92.1007830753372,35.73045940396861,1088.293967539694
430,32.303685337819594,4.028503509697692,63.9893760927302,74.13567365384672,44.66850830587104,736.8331318944496
558,32.930528023617,4.112797866982393,64.06766564066825,88.87277335911928,54.4319574766198,587.4003875791822
187,22.384195647641196,4.165027582137447,51.60240017437828,83.64235667442725,33.84787546721311,1464.7020728097443
472,36.02957603621293,4.116595839588954,63.05260780753523,86.21272637495666,46.15147004497847,674.7463248654401
199,31.877940339958226,4.049105140439591,50.924328880440385,74.6299502610907,34.00794724092876,1335.0746525431252
971,23.14205310138438,4.082137392254232,89.86504882697024,81.67058701210635,44.688783319778324,-429.49770956347373
763,32.42547055806637,4.278495259854573,79.03284299898186,90.27629567880285,55.392317881226035,79.25904181599127
230,19.687371630441252,4.202794682675907,49.770098696738344,69.89420877785115,29.254305690376363,1540.6311459121432
761,41.709876012564976,4.148814351603966,77.32090170692996,90.29894504337918,36.16966568428157,-60.30631365683453
408,24.490726000091197,4.003814466996068,57.47688764549837,79.60084213945314,59.73060785718986,1041.526393448613
869,38.058963828592184,4.297724620146841,84.43359266317616,58.295051218539314,54.74228112997843,-475.1503571691249
443,25.935222259406732,4.201436480468393,65.55411030803185,51.23420786122923,42.58559431584808,793.8738001503268
591,32.8011285548536,4.095076743203483,65.90111822664707,68.1376800199576,40.665103674171014,446.1325551575055
513,25.439358716952505,4.263780597999351,64.12670818772393,77.334816414817,31.38401529218724,750.2928754711102
905,34.9855761094891,4.0775294860875455,84.88644944823413,91.99101761017442,40.688377107741175,-368.0835494929854
485,28.82340629046374,4.163204973754826,64.5966828474271,56.37428400701231,53.92725993119789,698.8670530864435
291,32.33889773103855,4.1908212291189475,56.30835260286885,90.01031738417896,47.40698053111122,1169.5388058566673
376,30.075321907894974,4.066319011436119,58.49560003928466,93.15045230336135,31.601761127119463,1020.4987377857042
260,23.17167606758172,4.2935191836401785,52.3680825471087,57.53437435004169,28.058556842141318,1456.8527903548302
559,32.520534298452674,4.224457571793699,70.15626141213949,92.57971596521095,30.608341479873165,517.4903037950199
413,27.48381257167126,4.167343967653321,61.973991134126614,99.57267839213961,26.79036805571306,927.0306911025989
121,35.22656396503805,4.0541783794525905,47.12795595140219,86.34194155241187,23.825627840948638,1526.2995176390061
352,28.820700959246615,4.016157462099407,57.82503142317623,89.2384840912494,36.7654469776822,1023.620405988635
847,29.61618045485834,4.096017949756295,84.31630442183972,99.72076337794367,24.53198417593071,-173.04549261354742
956,38.41463232186468,4.225956200774021,86.48738121753948,80.27406252629727,26.876502309084174,-507.89741619145786
660,41.90818397253975,4.080799389490608,71.41461143562785,65.39431910081247,41.892987373579444,225.09421111837597
574,33.93016977856041,4.161866866148651,70.19220197373865,91.87654170380279,26.58397094798299,494.75428894820095
158,28.564299512883075,4.2183841530192225,44.64992806150618,80.72428887558156,22.555190697236114,1558.701504883955
610,28.12669335821928,4.032383114393939,70.68435901927297,79.05977118604783,32.69555400111541,509.89765528379735
781,25.9066150734071,4.205589404834762,78.41688329547499,62.68177777570192,28.8127639448787,99.56527270387907
575,26.873809082232217,4.027561266313014,65.93849053869408,87.81671347914434,40.61220751977507,497.2700873044139
799,28.63195128248016,4.289538922638099,78.08746484056748,54.083363793004814,24.094683383328373,121.0858128093978
882,39.8212648349745,4.146518239019482,83.8820478154093,96.21435353973305,50.07083150731913,-332.78478870385806
289,29.013891645732382,4.045202832312963,56.517926512998045,66.29117303852424,56.24934077740554,1172.0756382615677
786,23.869734979009486,4.102715090810064,77.99408401748438,56.38873263949952,49.737406958247774,98.37408104046366
662,30.208326335626914,4.1240249347885785,75.52676279980999,72.11832665512094,41.31308149605577,195.50774880059424
975,30.89064212880532,4.227455503322961,88.87635845511304,52.12349546282666,54.4267128715554,-471.62717273063635
666,30.17817729925228,4.223027135822982,75.92076940433995,84.23130971324832,47.7967351912603,191.12801600391268
343,33.998456112926036,4.1835821516011995,55.94101678243991,95.13527552226782,20.422044898007595,1177.7130799954716
931,30.345027556795166,4.031779213767548,86.45238082378927,91.86315035692544,35.76360611098012,-375.99288234841697
604,33.843637460736645,4.045470811476302,70.936967206674,56.36847367239405,54.038075976272005,419.3154338627947
230,26.098283229711424,4.028127076193667,51.14097907451698,56.313556855386594,33.83435431901077,1381.8943312299393
584,38.90364719072611,4.173151834986265,71.10604829429047,90.6717241162132,21.408606941020942,403.6673634015973
918,31.262398941717926,4.263141532453421,81.48487254941948,96.2127137301558,49.84718554209089,-269.95044358067446
746,32.00109485203519,4.1301401536764315,82.14481107757989,73.03349149167445,52.08153081131474,-102.49975548804697
120,26.077440530933487,4.048254452187324,47.71554921399032,74.9485558456883,26.423747801732343,1642.976474416446
940,32.35913495633198,4.16741269754469,86.65293634192997,65.9131020692863,41.49361987372725,-320.09452295879237
266,33.25532528335152,4.243525665059713,52.195356652845305,94.7132559128207,27.67821755982903,1317.488465411744
373,24.15115783087455,4.2225136184538785,56.9171587771029,82.2451452646178,48.76937676176587,1091.6964927038719
487,21.70454205806172,4.264435233902506,65.64123094833947,64.41257885836842,30.862018207099425,696.1716724025466
700,31.468330118047326,4.08337062917466,76.98996333758471,64.93914355271258,32.6486049025332,103.89287315630102
415,27.55615088272234,4.058186160180332,60.4249477437402,94.56000365318012,53.798834145604054,873.1158360962495
113,31.299607345678645,4.2639449457825815,47.863980825957,50.681701195291076,39.052894088276176,1517.9739097023985
341,23.544819645509424,4.197268093833407,55.23547990647775,66.13632863633192,46.79017804872991,1237.621761923616
876,22.197470428086646,4.093278679002267,81.63237830002635,77.71783406081846,36.09492202889871,-115.50290046238513
445,31.033447315005386,4.222704415171752,65.8766824104911,57.41087310496623,31.920274287750217,844.3873010573212
664,28.25108119521574,4.24453551534411,74.38221722707709,54.60493770997949,45.019122416986455,233.96274856641932
997,19.44650239424911,4.184493472102339,92.64369640362665,90.763816554528,26.19430296315285,-492.95299875298076
439,36.71549409053865,4.206365232963974,60.24212058322462,94.72021943242535,34.91999342267452,749.7939298427755
191,23.461714659081213,4.1125779713328,47.702949216462535,91.18032103990947,28.36148149543689,1545.080201021625
466,42.86662476055216,4.161608700202912,62.58278136108491,94.93939448686739,47.83179867762982,659.5726270761508
554,26.879916355557107,4.157247751217849,66.05188231692198,77.65559855291858,57.768353533844305,610.4304917154069
527,32.00780284062999,4.254414337339232,67.7607304204569,90.6129060495171,59.820438720634655,586.8843947153373
608,38.234745051935924,4.251989194084655,68.89774788614712,69.20213191955503,38.01107241766363,426.2780699202679
875,37.397169639144124,4.2498041408041125,81.40666028386542,83.31339307395191,30.10121558545778,-221.28402279602193
134,39.93068203113441,4.00330948427874,46.98403082451047,99.44177656945823,37.713174815372966,1471.5458339938816
305,22.384618805598233,4.224863645340666,52.670027648349574,61.28638619195637,53.890776398508955,1313.7355528838439
180,24.320672512463766,4.227602917033301,45.40107213704922,69.49498731455404,28.240227142081594,1668.4766508823502
661,31.12998637047015,4.203513646856543,73.31651446772257,74.00236886550428,58.08382606611695,332.65667231232237
971,34.19873718948857,4.226879397367435,85.05155991397959,56.90077435100259,33.67463075192604,-482.57640440718507
487,29.94386278310181,4.2525911114490125,65.90055879259084,54.051930523252835,59.4321463780122,737.458419057177
101,21.810029821433055,4.141095716230535,42.2593325474944,91.48614331608121,53.54435550135849,1851.7703762951667
